,Sample,ClassId,EN
14164,signer13_sample676,142,wood
14165,signer13_sample677,70,football
14166,signer13_sample678,10,unwise
14167,signer13_sample679,201,flour
14168,signer13_sample680,191,ceiling
14169,signer13_sample681,85,towel
14170,signer13_sample682,148,they
14171,signer13_sample683,210,band-aid
14172,signer13_sample684,61,retired
14173,signer13_sample685,72,get_well
14174,signer13_sample686,224,time
14175,signer13_sample687,130,be_pleased
14176,signer13_sample688,21,garden
14177,signer13_sample689,68,elephant
14178,signer13_sample690,56,enemy
14179,signer13_sample691,47,minute
14180,signer13_sample692,187,comb
14181,signer13_sample693,153,trousers
14182,signer13_sample694,111,who
14183,signer13_sample695,204,existing
14184,signer13_sample696,154,money
14185,signer13_sample697,51,government
14186,signer13_sample698,52,doctor
14187,signer13_sample699,100,good
14188,signer13_sample700,49,change
14189,signer13_sample701,5,tree
14190,signer13_sample702,59,glove
14191,signer13_sample703,205,tax
14192,signer13_sample704,29,wait
14193,signer13_sample705,121,bridge
14194,signer13_sample706,17,shoe
14195,signer13_sample707,161,picnic
14196,signer13_sample708,116,female
14197,signer13_sample709,55,yesterday
14198,signer13_sample710,196,thanks
14199,signer13_sample711,85,towel
14200,signer13_sample712,91,always
14201,signer13_sample713,150,fasting
14202,signer13_sample714,79,lightweight
14203,signer13_sample715,153,trousers
14204,signer13_sample716,200,toilet
14205,signer13_sample717,28,single
14206,signer13_sample718,35,work
14207,signer13_sample719,58,pharmacy
14208,signer13_sample720,87,congratulations
14209,signer13_sample721,44,friday
14210,signer13_sample722,97,not_interested
14211,signer13_sample723,142,wood
14212,signer13_sample724,101,escape
14213,signer13_sample725,196,thanks
14214,signer13_sample726,104,radiator
14215,signer13_sample727,195,tailor
14216,signer13_sample728,45,saturday
14217,signer13_sample729,207,alone
14218,signer13_sample730,3,enjoy_your_meal
14219,signer13_sample731,44,friday
14220,signer13_sample732,216,slow
14221,signer13_sample733,104,radiator
14222,signer13_sample734,32,together
14223,signer13_sample735,3,enjoy_your_meal
14224,signer13_sample736,119,coal
14225,signer13_sample737,106,sibling
14226,signer13_sample738,14,mother
14227,signer13_sample739,196,thanks
14228,signer13_sample740,68,elephant
14229,signer13_sample741,123,lap
14230,signer13_sample742,122,bad
14231,signer13_sample743,99,push
14232,signer13_sample744,40,hammer
14233,signer13_sample745,217,eat
14234,signer13_sample746,17,shoe
14235,signer13_sample747,125,salary
14236,signer13_sample748,22,look
14237,signer13_sample749,190,sweet
14238,signer13_sample750,8,family
14239,signer13_sample751,107,crossroads
14240,signer13_sample752,100,good
14241,signer13_sample753,2,hungry
14242,signer13_sample754,140,oven
14243,signer13_sample755,38,tea
14244,signer13_sample756,8,family
14245,signer13_sample757,167,sauce
14246,signer13_sample758,197,screwdriver
14247,signer13_sample759,165,hour
14248,signer13_sample760,137,why
14249,signer13_sample761,29,wait
14250,signer13_sample762,160,thursday
14251,signer13_sample763,25,flag
14252,signer13_sample764,157,sunday
14253,signer13_sample765,192,danger
14254,signer13_sample766,115,mince
14255,signer13_sample767,58,pharmacy
14256,signer13_sample768,27,baby
14257,signer13_sample769,84,fault
14258,signer13_sample770,91,always
14259,signer13_sample771,205,tax
14260,signer13_sample772,95,needle
14261,signer13_sample773,110,if_only
14262,signer13_sample774,155,pastrami
14263,signer13_sample775,61,retired
14264,signer13_sample776,127,tongs
14265,signer13_sample777,34,we
14266,signer13_sample778,51,government
14267,signer13_sample779,116,female
14268,signer13_sample780,148,they
14269,signer13_sample781,50,topple
14270,signer13_sample782,215,bed
14271,signer13_sample783,0,sister
14272,signer13_sample784,220,absent
14273,signer13_sample785,151,apologize
14274,signer13_sample786,8,family
14275,signer13_sample787,26,feast
14276,signer13_sample788,21,garden
14277,signer13_sample789,113,rent
14278,signer13_sample790,170,hat
14279,signer13_sample791,128,god_preserve
14280,signer13_sample792,186,okay
14281,signer13_sample793,155,pastrami
14282,signer13_sample794,135,tap
14283,signer13_sample795,9,wise
14284,signer13_sample796,101,escape
14285,signer13_sample797,43,soup
14286,signer13_sample798,85,towel
14287,signer13_sample799,52,doctor
14288,signer13_sample800,143,teacher
14289,signer13_sample801,71,past
14290,signer13_sample802,168,tuesday
14291,signer13_sample803,57,wall
14292,signer13_sample804,207,alone
14293,signer13_sample805,161,picnic
14294,signer13_sample806,180,evil
14295,signer13_sample807,192,danger
14296,signer13_sample808,225,difficult
14297,signer13_sample809,146,nope
14298,signer13_sample810,17,shoe
14299,signer13_sample811,201,flour
14300,signer13_sample812,74,lake
14301,signer13_sample813,35,work
14302,signer13_sample814,40,hammer
14303,signer13_sample815,47,minute
14304,signer13_sample816,123,lap
14305,signer13_sample817,225,difficult
14306,signer13_sample818,144,school
14307,signer13_sample819,75,shirt
14308,signer13_sample820,127,tongs
14309,signer13_sample821,84,fault
14310,signer13_sample822,92,never
14311,signer13_sample823,128,god_preserve
14312,signer13_sample824,139,grandmother
14313,signer13_sample825,92,never
14314,signer13_sample826,48,grandfather
14315,signer13_sample827,104,radiator
14316,signer13_sample828,163,psychology
14317,signer13_sample829,90,halal
14318,signer13_sample830,98,light
14319,signer13_sample831,103,pencil
14320,signer13_sample832,176,bill
14321,signer13_sample833,55,yesterday
14322,signer13_sample834,201,flour
14323,signer13_sample835,24,glass
14324,signer13_sample836,184,promise
14325,signer13_sample837,120,dog
14326,signer13_sample838,20,father
14327,signer13_sample839,110,if_only
14328,signer13_sample840,203,sad
14329,signer13_sample841,160,thursday
14330,signer13_sample842,162,police
14331,signer13_sample843,144,school
14332,signer13_sample844,160,thursday
14333,signer13_sample845,211,help
14334,signer13_sample846,69,photograph
14335,signer13_sample847,195,tailor
14336,signer13_sample848,83,hospital
14337,signer13_sample849,152,cotton
14338,signer13_sample850,156,potato
14339,signer13_sample851,44,friday
14340,signer13_sample852,201,flour
14341,signer13_sample853,81,carpet
14342,signer13_sample854,10,unwise
14343,signer13_sample855,167,sauce
14344,signer13_sample856,92,never
14345,signer13_sample857,197,screwdriver
14346,signer13_sample858,37,fork
14347,signer13_sample859,171,war
14348,signer13_sample860,16,ataturk
14349,signer13_sample861,148,they
14350,signer13_sample862,81,carpet
14351,signer13_sample863,110,if_only
14352,signer13_sample864,28,single
14353,signer13_sample865,197,screwdriver
14354,signer13_sample866,4,brother
14355,signer13_sample867,71,past
14356,signer13_sample868,128,god_preserve
14357,signer13_sample869,208,wrong
14358,signer13_sample870,181,border
14359,signer13_sample871,217,eat
14360,signer13_sample872,91,always
14361,signer13_sample873,36,wednesday
14362,signer13_sample874,45,saturday
14363,signer13_sample875,40,hammer
14364,signer13_sample876,145,olympiad
14365,signer13_sample877,193,telephone
14366,signer13_sample878,128,god_preserve
14367,signer13_sample879,193,telephone
14368,signer13_sample880,160,thursday
14369,signer13_sample881,138,where
14370,signer13_sample882,169,champion
14371,signer13_sample883,54,wedding
14372,signer13_sample884,182,you
14373,signer13_sample885,84,fault
14374,signer13_sample886,88,animal
14375,signer13_sample887,189,holiday
14376,signer13_sample888,162,police
14377,signer13_sample889,134,manager
14378,signer13_sample890,15,friend
14379,signer13_sample891,91,always
14380,signer13_sample892,165,hour
14381,signer13_sample893,196,thanks
14382,signer13_sample894,150,fasting
14383,signer13_sample895,37,fork
14384,signer13_sample896,86,no
14385,signer13_sample897,194,scales
14386,signer13_sample898,213,forbidden
14387,signer13_sample899,225,difficult
14388,signer13_sample900,224,time
14389,signer13_sample901,168,tuesday
14390,signer13_sample902,113,rent
14391,signer13_sample903,78,laugh
14392,signer13_sample904,48,grandfather
14393,signer13_sample905,26,feast
14394,signer13_sample906,31,petrol
14395,signer13_sample907,192,danger
14396,signer13_sample908,52,doctor
14397,signer13_sample909,175,you
14398,signer13_sample910,5,tree
14399,signer13_sample911,89,gift
14400,signer13_sample912,100,good
14401,signer13_sample913,178,voice
14402,signer13_sample914,188,date
14403,signer13_sample915,144,school
14404,signer13_sample916,26,feast
14405,signer13_sample917,2,hungry
14406,signer13_sample918,146,nope
14407,signer13_sample919,202,far
14408,signer13_sample920,101,escape
14409,signer13_sample921,25,flag
14410,signer13_sample922,207,alone
14411,signer13_sample923,63,meal
14412,signer13_sample924,204,existing
14413,signer13_sample925,135,tap
14414,signer13_sample926,48,grandfather
14415,signer13_sample927,167,sauce
14416,signer13_sample928,185,milk
14417,signer13_sample929,46,wallet
14418,signer13_sample930,54,wedding
14419,signer13_sample931,158,monday
14420,signer13_sample932,83,hospital
14421,signer13_sample933,78,laugh
14422,signer13_sample934,24,glass
14423,signer13_sample935,165,hour
14424,signer13_sample936,167,sauce
14425,signer13_sample937,44,friday
14426,signer13_sample938,145,olympiad
14427,signer13_sample939,33,inform
14428,signer13_sample940,196,thanks
14429,signer13_sample941,71,past
14430,signer13_sample942,182,you
14431,signer13_sample943,82,ill
14432,signer13_sample944,61,retired
14433,signer13_sample945,182,you
14434,signer13_sample946,103,pencil
14435,signer13_sample947,133,guest
14436,signer13_sample948,69,photograph
14437,signer13_sample949,132,stairs
14438,signer13_sample950,19,same
14439,signer13_sample951,127,tongs
14440,signer13_sample952,73,bring
14441,signer13_sample953,72,get_well
14442,signer13_sample954,76,see
14443,signer13_sample955,218,cook
14444,signer13_sample956,42,child
14445,signer13_sample957,67,memorize
14446,signer13_sample958,169,champion
14447,signer13_sample959,4,brother
14448,signer13_sample960,78,laugh
14449,signer13_sample961,64,house
14450,signer13_sample962,34,we
14451,signer13_sample963,168,tuesday
14452,signer13_sample964,104,radiator
14453,signer13_sample965,86,no
14454,signer13_sample966,16,ataturk
14455,signer13_sample967,136,how
14456,signer13_sample968,109,belt
14457,signer13_sample969,54,wedding
14458,signer13_sample970,143,teacher
14459,signer13_sample971,135,tap
14460,signer13_sample972,164,request
14461,signer13_sample973,220,absent
14462,signer13_sample974,30,I
14463,signer13_sample975,60,labor
14464,signer13_sample976,7,cry
14465,signer13_sample977,217,eat
14466,signer13_sample978,158,monday
14467,signer13_sample979,32,together
14468,signer13_sample980,216,slow
14469,signer13_sample981,177,free
14470,signer13_sample982,93,goodbye
14471,signer13_sample983,153,trousers
14472,signer13_sample984,62,male
14473,signer13_sample985,182,you
14474,signer13_sample986,157,sunday
14475,signer13_sample987,204,existing
14476,signer13_sample988,109,belt
14477,signer13_sample989,45,saturday
14478,signer13_sample990,183,say
14479,signer13_sample991,25,flag
14480,signer13_sample992,149,forest
14481,signer13_sample993,177,free
14482,signer13_sample994,188,date
14483,signer13_sample995,152,cotton
14484,signer13_sample996,202,far
14485,signer13_sample997,52,doctor
14486,signer13_sample998,181,border
14487,signer13_sample999,34,we
14488,signer13_sample1000,90,halal
14489,signer13_sample1001,199,orange
14490,signer13_sample1002,139,grandmother
14491,signer13_sample1003,67,memorize
14492,signer13_sample1004,171,war
14493,signer13_sample1005,124,stain
14494,signer13_sample1006,85,towel
14495,signer13_sample1007,22,look
14496,signer13_sample1008,102,breakfast
14497,signer13_sample1009,183,say
14498,signer13_sample1010,18,mirror
14499,signer13_sample1011,77,show
14500,signer13_sample1012,169,champion
14501,signer13_sample1013,131,napkin
14502,signer13_sample1014,155,pastrami
14503,signer13_sample1015,135,tap
14504,signer13_sample1016,88,animal
14505,signer13_sample1017,188,date
14506,signer13_sample1018,220,absent
14507,signer13_sample1019,214,pillow
14508,signer13_sample1020,80,right
14509,signer13_sample1021,141,room
14510,signer13_sample1022,131,napkin
14511,signer13_sample1023,66,married
14512,signer13_sample1024,144,school
14513,signer13_sample1025,121,bridge
14514,signer13_sample1026,172,sugar
14515,signer13_sample1027,133,guest
14516,signer13_sample1028,156,potato
14517,signer13_sample1029,203,sad
14518,signer13_sample1030,90,halal
14519,signer13_sample1031,59,glove
14520,signer13_sample1032,86,no
14521,signer13_sample1033,177,free
14522,signer13_sample1034,225,difficult
14523,signer13_sample1035,103,pencil
14524,signer13_sample1036,32,together
14525,signer13_sample1037,63,meal
14526,signer13_sample1038,117,smell
14527,signer13_sample1039,97,not_interested
14528,signer13_sample1040,224,time
14529,signer13_sample1041,123,lap
14530,signer13_sample1042,10,unwise
14531,signer13_sample1043,223,egg
14532,signer13_sample1044,51,government
14533,signer13_sample1045,166,soap
14534,signer13_sample1046,124,stain
14535,signer13_sample1047,10,unwise
14536,signer13_sample1048,19,same
14537,signer13_sample1049,161,picnic
14538,signer13_sample1050,58,pharmacy
14539,signer13_sample1051,99,push
14540,signer13_sample1052,174,umbrella
14541,signer13_sample1053,94,drink
14542,signer13_sample1054,54,wedding
14543,signer13_sample1055,71,past
14544,signer13_sample1056,223,egg
14545,signer13_sample1057,7,cry
14546,signer13_sample1058,141,room
14547,signer13_sample1059,55,yesterday
14548,signer13_sample1060,217,eat
14549,signer13_sample1061,189,holiday
14550,signer13_sample1062,40,hammer
14551,signer13_sample1063,50,topple
14552,signer13_sample1064,213,forbidden
14553,signer13_sample1065,53,full
14554,signer13_sample1066,212,tomorrow
14555,signer13_sample1067,132,stairs
14556,signer13_sample1068,136,how
14557,signer13_sample1069,84,fault
14558,signer13_sample1070,15,friend
14559,signer13_sample1071,31,petrol
14560,signer13_sample1072,136,how
14561,signer13_sample1073,82,ill
14562,signer13_sample1074,63,meal
14563,signer13_sample1075,135,tap
14564,signer13_sample1076,213,forbidden
14565,signer13_sample1077,25,flag
14566,signer13_sample1078,119,coal
14567,signer13_sample1079,122,bad
14568,signer13_sample1080,113,rent
14569,signer13_sample1081,138,where
14570,signer13_sample1082,0,sister
14571,signer13_sample1083,18,mirror
14572,signer13_sample1084,40,hammer
14573,signer13_sample1085,154,money
14574,signer13_sample1086,74,lake
14575,signer13_sample1087,216,slow
14576,signer13_sample1088,172,sugar
14577,signer13_sample1089,191,ceiling
14578,signer13_sample1090,157,sunday
14579,signer13_sample1091,209,do
14580,signer13_sample1092,218,cook
14581,signer13_sample1093,162,police
14582,signer13_sample1094,98,light
14583,signer13_sample1095,164,request
14584,signer13_sample1096,36,wednesday
14585,signer13_sample1097,113,rent
14586,signer13_sample1098,4,brother
14587,signer13_sample1099,114,book
14588,signer13_sample1100,195,tailor
14589,signer13_sample1101,36,wednesday
14590,signer13_sample1102,189,holiday
14591,signer13_sample1103,206,near
14592,signer13_sample1104,87,congratulations
14593,signer13_sample1105,219,star
14594,signer13_sample1106,128,god_preserve
14595,signer13_sample1107,185,milk
14596,signer13_sample1108,82,ill
14597,signer13_sample1109,138,where
14598,signer13_sample1110,73,bring
14599,signer13_sample1111,139,grandmother
14600,signer13_sample1112,199,orange
14601,signer13_sample1113,158,monday
14602,signer13_sample1114,59,glove
14603,signer13_sample1115,121,bridge
14604,signer13_sample1116,140,oven
14605,signer13_sample1117,185,milk
14606,signer13_sample1118,172,sugar
14607,signer13_sample1119,163,psychology
14608,signer13_sample1120,186,okay
14609,signer13_sample1121,129,angel
14610,signer13_sample1122,180,evil
14611,signer13_sample1123,60,labor
14612,signer13_sample1124,197,screwdriver
14613,signer13_sample1125,26,feast
14614,signer13_sample1126,138,where
14615,signer13_sample1127,195,tailor
14616,signer13_sample1128,144,school
14617,signer13_sample1129,160,thursday
14618,signer13_sample1130,126,scissors
14619,signer13_sample1131,18,mirror
14620,signer13_sample1132,221,road
14621,signer13_sample1133,81,carpet
14622,signer13_sample1134,218,cook
14623,signer13_sample1135,34,we
14624,signer13_sample1136,163,psychology
14625,signer13_sample1137,213,forbidden
14626,signer13_sample1138,151,apologize
14627,signer13_sample1139,153,trousers
14628,signer13_sample1140,122,bad
14629,signer13_sample1141,111,who
14630,signer13_sample1142,123,lap
14631,signer13_sample1143,36,wednesday
14632,signer13_sample1144,37,fork
14633,signer13_sample1145,50,topple
14634,signer13_sample1146,105,door
14635,signer13_sample1147,98,light
14636,signer13_sample1148,162,police
14637,signer13_sample1149,215,bed
14638,signer13_sample1150,178,voice
14639,signer13_sample1151,96,medicine
14640,signer13_sample1152,68,elephant
14641,signer13_sample1153,115,mince
14642,signer13_sample1154,36,wednesday
14643,signer13_sample1155,116,female
14644,signer13_sample1156,80,right
14645,signer13_sample1157,28,single
14646,signer13_sample1158,11,kin
14647,signer13_sample1159,156,potato
14648,signer13_sample1160,214,pillow
14649,signer13_sample1161,136,how
14650,signer13_sample1162,31,petrol
14651,signer13_sample1163,211,help
14652,signer13_sample1164,90,halal
14653,signer13_sample1165,82,ill
14654,signer13_sample1166,113,rent
14655,signer13_sample1167,15,friend
14656,signer13_sample1168,168,tuesday
14657,signer13_sample1169,94,drink
14658,signer13_sample1170,54,wedding
14659,signer13_sample1171,53,full
14660,signer13_sample1172,158,monday
14661,signer13_sample1173,47,minute
14662,signer13_sample1174,111,who
14663,signer13_sample1175,4,brother
14664,signer13_sample1176,219,star
14665,signer13_sample1177,50,topple
14666,signer13_sample1178,13,key
14667,signer13_sample1179,10,unwise
14668,signer13_sample1180,187,comb
14669,signer13_sample1181,38,tea
14670,signer13_sample1182,59,glove
14671,signer13_sample1183,32,together
14672,signer13_sample1184,185,milk
14673,signer13_sample1185,193,telephone
14674,signer13_sample1186,128,god_preserve
14675,signer13_sample1187,198,turkey
14676,signer13_sample1188,117,smell
14677,signer13_sample1189,2,hungry
14678,signer13_sample1190,148,they
14679,signer13_sample1191,189,holiday
14680,signer13_sample1192,6,heavy
14681,signer13_sample1193,114,book
14682,signer13_sample1194,8,family
14683,signer13_sample1195,174,umbrella
14684,signer13_sample1196,187,comb
14685,signer13_sample1197,28,single
14686,signer13_sample1198,214,pillow
14687,signer13_sample1199,147,allright
14688,signer13_sample1200,14,mother
14689,signer13_sample1201,206,near
14690,signer13_sample1202,35,work
14691,signer13_sample1203,129,angel
14692,signer13_sample1204,107,crossroads
14693,signer13_sample1205,84,fault
14694,signer13_sample1206,105,door
14695,signer13_sample1207,152,cotton
14696,signer13_sample1208,219,star
14697,signer13_sample1209,220,absent
14698,signer13_sample1210,53,full
14699,signer13_sample1211,175,you
14700,signer13_sample1212,17,shoe
14701,signer13_sample1213,131,napkin
14702,signer13_sample1214,120,dog
14703,signer13_sample1215,84,fault
14704,signer13_sample1216,169,champion
14705,signer13_sample1217,95,needle
14706,signer13_sample1218,170,hat
14707,signer13_sample1219,218,cook
14708,signer13_sample1220,138,where
14709,signer13_sample1221,162,police
14710,signer13_sample1222,200,toilet
14711,signer13_sample1223,23,honey
14712,signer13_sample1224,20,father
14713,signer13_sample1225,43,soup
14714,signer13_sample1226,39,teapot
14715,signer13_sample1227,106,sibling
14716,signer13_sample1228,102,breakfast
14717,signer13_sample1229,203,sad
14718,signer13_sample1230,53,full
14719,signer13_sample1231,216,slow
14720,signer13_sample1232,106,sibling
14721,signer13_sample1233,28,single
14722,signer13_sample1234,143,teacher
14723,signer13_sample1235,2,hungry
14724,signer13_sample1236,118,cologne
14725,signer13_sample1237,61,retired
14726,signer13_sample1238,1,hurry
14727,signer13_sample1239,38,tea
14728,signer13_sample1240,66,married
14729,signer13_sample1241,171,war
14730,signer13_sample1242,140,oven
14731,signer13_sample1243,118,cologne
14732,signer13_sample1244,200,toilet
14733,signer13_sample1245,52,doctor
14734,signer13_sample1246,151,apologize
14735,signer13_sample1247,93,goodbye
14736,signer13_sample1248,196,thanks
14737,signer13_sample1249,127,tongs
14738,signer13_sample1250,150,fasting
14739,signer13_sample1251,47,minute
14740,signer13_sample1252,205,tax
14741,signer13_sample1253,72,get_well
14742,signer13_sample1254,169,champion
14743,signer13_sample1255,217,eat
14744,signer13_sample1256,9,wise
14745,signer13_sample1257,62,male
14746,signer13_sample1258,156,potato
14747,signer13_sample1259,170,hat
14748,signer13_sample1260,74,lake
14749,signer13_sample1261,154,money
14750,signer13_sample1262,39,teapot
14751,signer13_sample1263,183,say
14752,signer13_sample1264,212,tomorrow
14753,signer13_sample1265,182,you
14754,signer13_sample1266,46,wallet
14755,signer13_sample1267,172,sugar
14756,signer13_sample1268,19,same
14757,signer13_sample1269,133,guest
14758,signer13_sample1270,70,football
14759,signer13_sample1271,55,yesterday
14760,signer13_sample1272,174,umbrella
14761,signer13_sample1273,26,feast
14762,signer13_sample1274,36,wednesday
14763,signer13_sample1275,56,enemy
14764,signer13_sample1276,20,father
14765,signer13_sample1277,52,doctor
14766,signer13_sample1278,47,minute
14767,signer13_sample1279,159,window
14768,signer13_sample1280,65,yes
14769,signer13_sample1281,135,tap
14770,signer13_sample1282,192,danger
14771,signer13_sample1283,162,police
14772,signer13_sample1284,26,feast
14773,signer13_sample1285,74,lake
14774,signer13_sample1286,160,thursday
14775,signer13_sample1287,112,identity
14776,signer13_sample1288,98,light
14777,signer13_sample1289,69,photograph
14778,signer13_sample1290,159,window
14779,signer13_sample1291,139,grandmother
14780,signer13_sample1292,50,topple
14781,signer13_sample1293,9,wise
14782,signer13_sample1294,199,orange
14783,signer13_sample1295,89,gift
14784,signer13_sample1296,210,band-aid
14785,signer13_sample1297,224,time
14786,signer13_sample1298,36,wednesday
14787,signer13_sample1299,78,laugh
14788,signer13_sample1300,209,do
14789,signer13_sample1301,222,tired
14790,signer13_sample1302,151,apologize
14791,signer13_sample1303,17,shoe
14792,signer13_sample1304,131,napkin
14793,signer13_sample1305,104,radiator
14794,signer13_sample1306,70,football
14795,signer13_sample1307,66,married
14796,signer13_sample1308,136,how
14797,signer13_sample1309,0,sister
14798,signer13_sample1310,56,enemy
14799,signer13_sample1311,83,hospital
14800,signer13_sample1312,11,kin
14801,signer13_sample1313,39,teapot
14802,signer13_sample1314,142,wood
14803,signer13_sample1315,5,tree
14804,signer13_sample1316,209,do
14805,signer13_sample1317,158,monday
14806,signer13_sample1318,49,change
14807,signer13_sample1319,14,mother
14808,signer13_sample1320,193,telephone
14809,signer13_sample1321,129,angel
14810,signer13_sample1322,190,sweet
14811,signer13_sample1323,11,kin
14812,signer13_sample1324,86,no
14813,signer13_sample1325,189,holiday
14814,signer13_sample1326,157,sunday
14815,signer13_sample1327,126,scissors
14816,signer13_sample1328,85,towel
14817,signer13_sample1329,184,promise
14818,signer13_sample1330,203,sad
14819,signer13_sample1331,191,ceiling
14820,signer13_sample1332,181,border
14821,signer13_sample1333,67,memorize
14822,signer13_sample1334,109,belt
14823,signer13_sample1335,199,orange
14824,signer13_sample1336,110,if_only
14825,signer13_sample1337,1,hurry
14826,signer13_sample1338,110,if_only
14827,signer13_sample1339,144,school
14828,signer13_sample1340,20,father
14829,signer13_sample1341,27,baby
14830,signer13_sample1342,205,tax
14831,signer13_sample1343,32,together
14832,signer13_sample1344,38,tea
14833,signer13_sample1345,64,house
14834,signer13_sample1346,137,why
14835,signer13_sample1347,25,flag
14836,signer13_sample1348,24,glass
14837,signer13_sample1349,218,cook
14838,signer13_sample1350,12,shopping
14839,signer13_sample1351,209,do
14840,signer13_sample1352,42,child
14841,signer13_sample1353,108,accident
14842,signer13_sample1354,19,same
14843,signer13_sample1355,79,lightweight
14844,signer13_sample1356,174,umbrella
14845,signer13_sample1357,125,salary
14846,signer13_sample1358,154,money
14847,signer13_sample1359,153,trousers
14848,signer13_sample1360,53,full
14849,signer13_sample1361,94,drink
14850,signer13_sample1362,94,drink
14851,signer13_sample1363,145,olympiad
14852,signer13_sample1364,65,yes
14853,signer13_sample1365,165,hour
14854,signer13_sample1366,91,always
14855,signer13_sample1367,201,flour
14856,signer13_sample1368,102,breakfast
14857,signer13_sample1369,185,milk
14858,signer13_sample1370,121,bridge
14859,signer13_sample1371,47,minute
14860,signer13_sample1372,107,crossroads
14861,signer13_sample1373,49,change
14862,signer13_sample1374,58,pharmacy
14863,signer13_sample1375,92,never
14864,signer13_sample1376,15,friend
14865,signer13_sample1377,119,coal
14866,signer13_sample1378,147,allright
14867,signer13_sample1379,49,change
14868,signer13_sample1380,87,congratulations
14869,signer13_sample1381,92,never
14870,signer13_sample1382,63,meal
14871,signer13_sample1383,181,border
14872,signer13_sample1384,190,sweet
14873,signer13_sample1385,225,difficult
14874,signer13_sample1386,117,smell
14875,signer13_sample1387,113,rent
14876,signer13_sample1388,210,band-aid
14877,signer13_sample1389,13,key
14878,signer13_sample1390,70,football
14879,signer13_sample1391,112,identity
14880,signer13_sample1392,102,breakfast
14881,signer13_sample1393,61,retired
14882,signer13_sample1394,194,scales
14883,signer13_sample1395,155,pastrami
14884,signer13_sample1396,216,slow
14885,signer13_sample1397,187,comb
14886,signer13_sample1398,141,room
14887,signer13_sample1399,173,hi
14888,signer13_sample1400,207,alone
14889,signer13_sample1401,212,tomorrow
14890,signer13_sample1402,210,band-aid
14891,signer13_sample1403,6,heavy
14892,signer13_sample1404,150,fasting
14893,signer13_sample1405,195,tailor
14894,signer13_sample1406,44,friday
14895,signer13_sample1407,80,right
14896,signer13_sample1408,191,ceiling
14897,signer13_sample1409,194,scales
14898,signer13_sample1410,204,existing
14899,signer13_sample1411,209,do
14900,signer13_sample1412,146,nope
14901,signer13_sample1413,9,wise
14902,signer13_sample1414,213,forbidden
14903,signer13_sample1415,141,room
14904,signer13_sample1416,92,never
14905,signer13_sample1417,43,soup
14906,signer13_sample1418,34,we
14907,signer13_sample1419,37,fork
14908,signer13_sample1420,218,cook
14909,signer13_sample1421,2,hungry
14910,signer13_sample1422,51,government
14911,signer13_sample1423,63,meal
14912,signer13_sample1424,97,not_interested
14913,signer13_sample1425,212,tomorrow
14914,signer13_sample1426,66,married
14915,signer13_sample1427,144,school
14916,signer13_sample1428,106,sibling
14917,signer13_sample1429,3,enjoy_your_meal
14918,signer13_sample1430,102,breakfast
14919,signer13_sample1431,188,date
14920,signer13_sample1432,127,tongs
14921,signer13_sample1433,6,heavy
14922,signer13_sample1434,6,heavy
14923,signer13_sample1435,42,child
14924,signer13_sample1436,117,smell
14925,signer13_sample1437,66,married
14926,signer13_sample1438,57,wall
14927,signer13_sample1439,206,near
14928,signer13_sample1440,120,dog
14929,signer13_sample1441,126,scissors
14930,signer13_sample1442,212,tomorrow
14931,signer13_sample1443,181,border
14932,signer13_sample1444,100,good
14933,signer13_sample1445,147,allright
14934,signer13_sample1446,38,tea
14935,signer13_sample1447,217,eat
14936,signer13_sample1448,56,enemy
14937,signer13_sample1449,5,tree
14938,signer13_sample1450,206,near
14939,signer13_sample1451,141,room
14940,signer13_sample1452,185,milk
14941,signer13_sample1453,73,bring
14942,signer13_sample1454,65,yes
14943,signer13_sample1455,145,olympiad
14944,signer13_sample1456,18,mirror
14945,signer13_sample1457,59,glove
14946,signer13_sample1458,184,promise
14947,signer13_sample1459,129,angel
14948,signer13_sample1460,157,sunday
14949,signer13_sample1461,2,hungry
14950,signer13_sample1462,141,room
14951,signer13_sample1463,214,pillow
14952,signer13_sample1464,176,bill
14953,signer13_sample1465,198,turkey
14954,signer13_sample1466,140,oven
14955,signer13_sample1467,61,retired
14956,signer13_sample1468,113,rent
14957,signer13_sample1469,70,football
14958,signer13_sample1470,38,tea
14959,signer13_sample1471,177,free
14960,signer13_sample1472,82,ill
14961,signer13_sample1473,10,unwise
14962,signer13_sample1474,83,hospital
14963,signer13_sample1475,33,inform
14964,signer13_sample1476,111,who
14965,signer13_sample1477,156,potato
14966,signer13_sample1478,171,war
14967,signer13_sample1479,73,bring
14968,signer13_sample1480,175,you
14969,signer13_sample1481,72,get_well
14970,signer13_sample1482,188,date
14971,signer13_sample1483,225,difficult
14972,signer13_sample1484,105,door
14973,signer13_sample1485,73,bring
14974,signer13_sample1486,43,soup
14975,signer13_sample1487,10,unwise
14976,signer13_sample1488,29,wait
14977,signer13_sample1489,103,pencil
14978,signer13_sample1490,200,toilet
14979,signer13_sample1491,14,mother
14980,signer13_sample1492,22,look
14981,signer13_sample1493,51,government
14982,signer13_sample1494,66,married
14983,signer13_sample1495,90,halal
14984,signer13_sample1496,30,I
14985,signer13_sample1497,66,married
14986,signer13_sample1498,1,hurry
14987,signer13_sample1499,98,light
14988,signer13_sample1500,28,single
14989,signer13_sample1501,30,I
14990,signer13_sample1502,215,bed
14991,signer13_sample1503,32,together
14992,signer13_sample1504,10,unwise
